sw,src_path,ploc,code_loc,file_cnt,cc,dc,mcd,cbo,loc,gv,pp,ccd,lmcd,fme,floc,score_oo,score_procedural,score_script,sam_score,analysis_time,sam_model,sam_tools,dep,gm,ce
batmon,/home/huy/Desktop/workspace/gitprojects/batmon/,4101,3588,39,5.0,4.96,5.0,4.22,4.35,-1,-1,-1,-1,-1,-1,4.69,-1,-1,4.69,2026-05-01 11:14,2026.04.0,2026.04.0,-1,-1,-1
