Metric;Path;Entity;Value;LineNo;Violation
CC;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;updateIconSize;2;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;applyEdgeStyle;3;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;updateItemHeight;2;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/infra/overlay/OverlayWindowController.kt;dpToPx;1;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/infra/overlay/OverlayWindowController.kt;isVisible;1;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/infra/overlay/OverlayWindowController.kt;updateText;1;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/infra/overlay/OverlayWindowController.kt;hide;1;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/infra/overlay/OverlayWindowController.kt;show;4;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;setGlowStyle;2;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;setIconDrawable;1;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;onSizeChanged;1;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;onDraw;3;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;recycleBitmaps;1;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;setGlowEnabled;2;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;onDetachedFromWindow;1;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;rebuildBitmaps;2;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;getStatus;1;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;component3;1;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;getTargetDeviceId;1;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;ControllerLightCommandResult;1;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;component1;1;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;component2;1;0;N
CC;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;getDetail;1;0;N
