Type;Signature;Path;LineNo
UNUSED_CLASS_METHOD;component3;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/roomdb/core/ControllerProfileEntity.kt;0
UNUSED_CLASS_METHOD;component2;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/roomdb/core/ControllerProfileEntity.kt;0
UNUSED_CLASS_METHOD;component6;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;0
UNUSED_FUNCTION_PARAMETER;$marker;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;21
UNUSED_CLASS_DATA_MEMBER_DECLARATION;$VALUES;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/EventChangeParam.kt;0
UNUSED_CLASS_DATA_MEMBER_DECLARATION;ACTION_STOP_MONITORING;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
UNUSED_CLASS_METHOD;component4;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
UNUSED_CLASS_METHOD;component5;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
UNUSED_CLASS_METHOD;component3;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
UNUSED_CLASS_METHOD;component2;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
UNUSED_CLASS_METHOD;component7;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
UNUSED_CLASS_METHOD;valueOf;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/data/model/BatteryChargeStatus.kt;0
UNUSED_CLASS_METHOD;component3;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/MainUiState.kt;0
UNUSED_FUNCTION_PARAMETER;it;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;469
UNUSED_FUNCTION_PARAMETER;$marker;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingsPanelView.kt;15
UNUSED_CLASS_DATA_MEMBER_DECLARATION;INSTANCE;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
UNUSED_CLASS_METHOD;component2;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
UNUSED_LOCAL_VARIABLE;$i$a$-takeIf-MainActivity$handleControllerProfileState$3;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;0
UNUSED_LOCAL_VARIABLE;$i$a$-let-MainActivity$loadControllerProfile$1$1$1;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;0
UNUSED_CLASS_DATA_MEMBER;$redSeekBar;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;0
UNUSED_FUNCTION_PARAMETER;$marker;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/BatteryProgressView.kt;22
UNUSED_CLASS_METHOD;getEntries;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/data/model/BatteryChargeStatus.kt;0
UNUSED_FUNCTION_PARAMETER;intent;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;171
UNUSED_CLASS_METHOD;SettingsPanelView;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingsPanelView.kt;0
UNUSED_CLASS_METHOD;component3;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;0
UNUSED_FUNCTION_PARAMETER;flags;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;83
UNUSED_CLASS_METHOD;invoke;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
UNUSED_CLASS_DATA_MEMBER;$colorHexText;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;0
UNUSED_LOCAL_VARIABLE;$i$a$-onFailure-GamepadRepositoryImpl$obtainLightBarSession$4;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;537
UNUSED_FUNCTION_PARAMETER;$constructor_marker;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;0
UNUSED_CLASS_METHOD;component3;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerProfile.kt;0
UNUSED_CLASS_METHOD;component2;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
UNUSED_CLASS_DATA_MEMBER_DECLARATION;Companion;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;0
UNUSED_CLASS_METHOD;component9;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/MainUiState.kt;0
UNUSED_LOCAL_VARIABLE;$i$f$firstOrNull;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;634
UNUSED_CLASS_DATA_MEMBER_DECLARATION;Companion;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/GlimpseToggleView.kt;0
UNUSED_CLASS_DATA_MEMBER;receiver;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
UNUSED_LOCAL_VARIABLE;$i$a$-onFailure-MainActivity$requestOverlayPermission$2;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;495
UNUSED_CLASS_DATA_MEMBER;onToggleChanged;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;0
UNUSED_CLASS_METHOD;GlimpseToggleView;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/GlimpseToggleView.kt;0
UNUSED_CLASS_METHOD;component1;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
UNUSED_CLASS_METHOD;SettingsPanelView;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingsPanelView.kt;0
UNUSED_CLASS_METHOD;onStopTrackingTouch;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;0
UNUSED_FUNCTION_PARAMETER;seekBar;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;102
UNUSED_CLASS_METHOD;onInputDeviceRemoved;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;0
UNUSED_CLASS_METHOD;onStartCommand;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
UNUSED_CLASS_METHOD;component2;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;0
UNUSED_CLASS_METHOD;component1;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/EventChangeParam.kt;0
UNUSED_FUNCTION_PARAMETER;$constructor_marker;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
UNUSED_CLASS_DATA_MEMBER_DECLARATION;REQUEST_CODE_BLUETOOTH_CONNECT;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;0
UNUSED_LOCAL_VARIABLE;$i$a$-getOrElse-GamepadRepositoryImpl$setPs4ControllerLightColor$6$2$stateInfo$2;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
UNUSED_CLASS_DATA_MEMBER;receiver;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;0
UNUSED_CLASS_DATA_MEMBER_DECLARATION;instance;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/di/AppContainer.kt;0
UNUSED_CLASS_METHOD;component1;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;0
UNUSED_FUNCTION_PARAMETER;$constructor_marker;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
UNUSED_CLASS_DATA_MEMBER_DECLARATION;Companion;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
UNUSED_CLASS_DATA_MEMBER;boundItem;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;0
UNUSED_FUNCTION_PARAMETER;it;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;135
UNUSED_CLASS_METHOD;logDiagnosticDebug;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
UNUSED_CLASS_METHOD;invoke;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;0
UNUSED_CLASS_DATA_MEMBER_DECLARATION;FAILURE_TOAST_COOLDOWN_MS;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;0
UNUSED_CLASS_METHOD;component4;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
UNUSED_CLASS_DATA_MEMBER_DECLARATION;SONY_VENDOR_ID;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
UNUSED_CLASS_METHOD;onInputDeviceChanged;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;0
UNUSED_CLASS_METHOD;component1;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/MainUiState.kt;0
UNUSED_CLASS_DATA_MEMBER_DECLARATION;CHARGING_GLOW_RADIUS_DP;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;0
UNUSED_FUNCTION_PARAMETER;it;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;131
UNUSED_CLASS_METHOD;invoke;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;0
UNUSED_CLASS_DATA_MEMBER_DECLARATION;CHANNEL_ID;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
UNUSED_FUNCTION_PARAMETER;$constructor_marker;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/roomdb/core/GlimpseDatabase.kt;0
UNUSED_FUNCTION_PARAMETER;seekBar;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;104
UNUSED_LOCAL_VARIABLE;$i$a$-getOrElse-InputDeviceLogUtils$buildBatteryInfo$2;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/utils/InputDeviceLogUtils.kt;0
UNUSED_CLASS_DATA_MEMBER_DECLARATION;SERVICE_ACTION_STATE_SYNC_DELAY_MS;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;0
UNUSED_LOCAL_VARIABLE;$i$a$-logDiagnosticInfo-GamepadRepositoryImpl$applyColorToTarget$2;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
UNUSED_FUNCTION_PARAMETER;viewType;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;51
UNUSED_LOCAL_VARIABLE;$i$a$-forEach-MainActivity$logInputDeviceCallback$2;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;674
UNUSED_CLASS_METHOD;getEntries;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/MainUiState.kt;0
UNUSED_CLASS_DATA_MEMBER_DECLARATION;$ENTRIES;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/EventChangeParam.kt;0
UNUSED_CLASS_DATA_MEMBER;receiver;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;0
UNUSED_CLASS_METHOD;isMonitoringEnabled;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
UNUSED_LOCAL_VARIABLE;$i$a$-takeIf-MainActivity$persistControllerProfile$deviceName$1;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;0
UNUSED_LOCAL_VARIABLE;$i$f$logDiagnosticDebug;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;657
UNUSED_CLASS_DATA_MEMBER_DECLARATION;LOG_PREFIX;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
UNUSED_CLASS_METHOD;getEntries;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
UNUSED_CLASS_METHOD;component5;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;0
UNUSED_CLASS_METHOD;BatteryOverlayService;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
UNUSED_CLASS_DATA_MEMBER;$blueSeekBar;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;0
UNUSED_LOCAL_VARIABLE;$i$a$-apply-BatteryProgressView$startChargingAnimator$1;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/BatteryProgressView.kt;360
UNUSED_CLASS_DATA_MEMBER_DECLARATION;VIEW;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/EventChangeParam.kt;0
UNUSED_CLASS_METHOD;BatteryProgressView;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/BatteryProgressView.kt;0
UNUSED_CLASS_METHOD;invoke;/home/huy/Desktop/workspace/gitprojects/batmon/app/src/main/kotlin/com/android/synclab/glimpse/domain/usecase/DeleteControllerProfileUseCase.kt;0
