RelationType;FromEntity;FromPath;FromLine;ToEntity;ToPath;FromClass;ToClass;RelationCount;FromModule>ToModule;Key;Violation
READS;dispose;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;281;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.view.CustomizeVibeDialog;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;handleApplyResult;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;226;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.view.CustomizeVibeDialog;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;show;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;143;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.view.CustomizeVibeDialog;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;sendColorToController;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;195;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.view.CustomizeVibeDialog;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
CALLS;onStartCommand;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;89;i;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
CALLS;onStartCommand;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;121;i;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
CALLS;onDestroy;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;152;i;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
CALLS;ensureForegroundStarted;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;190;i;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
CALLS;onCreate;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;69;i;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
CALLS;ensureForegroundStarted;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;196;e;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
CALLS;ensureForegroundStarted;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;199;e;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
CALLS;onStartCommand;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;136;i;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
CALLS;updateBatteryState;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;232;d;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
CALLS;onStartCommand;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;85;i;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
CALLS;onStartCommand;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;128;e;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
CALLS;updateBatteryState;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;242;i;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;updateBatteryState;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;242;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;onCreate;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;69;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;ensureForegroundStarted;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;199;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;onStartCommand;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;136;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;ensureForegroundStarted;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;190;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;ensureForegroundStarted;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;196;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;onStartCommand;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;128;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;updateBatteryState;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;232;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;onDestroy;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;152;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;onStartCommand;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;89;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;onStartCommand;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;85;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;onStartCommand;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;121;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
CALLS;run;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;59;i;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService$updateRunnable$1;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
READS;run;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;59;INSTANCE;app/src/main/kotlin/com/android/synclab/glimpse/utils/LogCompat.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService$updateRunnable$1;com.android.synclab.glimpse.utils.LogCompat;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/utils;3;N
CALLS;refreshControllerInfo;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;77;invoke;app/src/main/kotlin/com/android/synclab/glimpse/domain/usecase/GetConnectedPs4ControllersUseCase.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.domain.usecase.GetConnectedPs4ControllersUseCase;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/domain;4;N
CALLS;onDestroy;app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;198;invoke;app/src/main/kotlin/com/android/synclab/glimpse/domain/usecase/ClosePs4ControllerLightSessionUseCase.kt;com.android.synclab.glimpse.presentation.MainActivity;com.android.synclab.glimpse.domain.usecase.ClosePs4ControllerLightSessionUseCase;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/domain;4;N
CALLS;updateBatteryState;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;205;invoke;app/src/main/kotlin/com/android/synclab/glimpse/domain/usecase/GetPrimaryGamepadBatteryUseCase.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.domain.usecase.GetPrimaryGamepadBatteryUseCase;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/domain;4;N
CALLS;syncServiceState;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;131;isOverlayVisible;app/src/main/kotlin/com/android/synclab/glimpse/base/contracts/MonitoringStateProvider.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.base.contracts.MonitoringStateProvider;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/base;5;N
CALLS;refreshControllerInfo;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;57;isMonitoringEnabled;app/src/main/kotlin/com/android/synclab/glimpse/base/contracts/MonitoringStateProvider.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.base.contracts.MonitoringStateProvider;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/base;5;N
CALLS;syncServiceState;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;129;isServiceRunning;app/src/main/kotlin/com/android/synclab/glimpse/base/contracts/MonitoringStateProvider.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.base.contracts.MonitoringStateProvider;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/base;5;N
CALLS;refreshControllerInfo;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;56;isServiceRunning;app/src/main/kotlin/com/android/synclab/glimpse/base/contracts/MonitoringStateProvider.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.base.contracts.MonitoringStateProvider;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/base;5;N
CALLS;syncServiceState;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;130;isMonitoringEnabled;app/src/main/kotlin/com/android/synclab/glimpse/base/contracts/MonitoringStateProvider.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.base.contracts.MonitoringStateProvider;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/base;5;N
CALLS;refreshControllerInfo;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;58;isOverlayVisible;app/src/main/kotlin/com/android/synclab/glimpse/base/contracts/MonitoringStateProvider.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.base.contracts.MonitoringStateProvider;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/base;5;N
CALLS;refreshControllerInfo;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;108;getBatteryPercent;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.data.model.ControllerInfo;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;buildControllerUniqueId;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;121;getVendorId;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.data.model.ControllerInfo;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;buildControllerUniqueId;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;121;getDeviceId;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.data.model.ControllerInfo;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;buildControllerUniqueId;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;117;getDescriptor;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.data.model.ControllerInfo;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;refreshControllerInfo;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;92;getBatteryPercent;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.data.model.ControllerInfo;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;buildControllerUniqueId;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;121;getProductId;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.data.model.ControllerInfo;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;refreshControllerInfo;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;95;getDescriptor;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.data.model.ControllerInfo;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;refreshControllerInfo;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;93;getBatteryStatus;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.data.model.ControllerInfo;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;refreshControllerInfo;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;109;getBatteryStatus;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.data.model.ControllerInfo;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;refreshControllerInfo;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;96;getName;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerInfo.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.data.model.ControllerInfo;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
READS;refreshControllerInfo;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;66;UNKNOWN;app/src/main/kotlin/com/android/synclab/glimpse/data/model/BatteryChargeStatus.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.data.model.BatteryChargeStatus;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
READS;refreshControllerInfo;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;93;UNKNOWN;app/src/main/kotlin/com/android/synclab/glimpse/data/model/BatteryChargeStatus.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.data.model.BatteryChargeStatus;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
READS;refreshControllerInfo;app/src/main/kotlin/com/android/synclab/glimpse/presentation/viewmodel/MainViewModel.kt;84;UNKNOWN;app/src/main/kotlin/com/android/synclab/glimpse/data/model/BatteryChargeStatus.kt;com.android.synclab.glimpse.presentation.viewmodel.MainViewModel;com.android.synclab.glimpse.data.model.BatteryChargeStatus;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
READS;MainUiState;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/MainUiState.kt;8;UNKNOWN;app/src/main/kotlin/com/android/synclab/glimpse/data/model/BatteryChargeStatus.kt;com.android.synclab.glimpse.presentation.model.MainUiState;com.android.synclab.glimpse.data.model.BatteryChargeStatus;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;persistControllerProfile;app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;825;ControllerProfile;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerProfile.kt;com.android.synclab.glimpse.presentation.MainActivity;com.android.synclab.glimpse.data.model.ControllerProfile;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
READS;updateBatteryUi;app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;922;CHARGING;app/src/main/kotlin/com/android/synclab/glimpse/data/model/BatteryChargeStatus.kt;com.android.synclab.glimpse.presentation.MainActivity;com.android.synclab.glimpse.data.model.BatteryChargeStatus;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;handleApplyResult;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;239;getStatus;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;com.android.synclab.glimpse.presentation.view.CustomizeVibeDialog;com.android.synclab.glimpse.data.model.ControllerLightCommandResult;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;handleApplyResult;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;229;getTargetDeviceId;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;com.android.synclab.glimpse.presentation.view.CustomizeVibeDialog;com.android.synclab.glimpse.data.model.ControllerLightCommandResult;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;handleApplyResult;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;232;getStatus;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;com.android.synclab.glimpse.presentation.view.CustomizeVibeDialog;com.android.synclab.glimpse.data.model.ControllerLightCommandResult;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;handleApplyResult;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;229;getDetail;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;com.android.synclab.glimpse.presentation.view.CustomizeVibeDialog;com.android.synclab.glimpse.data.model.ControllerLightCommandResult;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;handleApplyResult;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;228;getColorHex;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;com.android.synclab.glimpse.presentation.view.CustomizeVibeDialog;com.android.synclab.glimpse.data.model.ControllerLightCommandResult;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;handleApplyResult;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;227;getStatus;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;com.android.synclab.glimpse.presentation.view.CustomizeVibeDialog;com.android.synclab.glimpse.data.model.ControllerLightCommandResult;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;handleApplyResult;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;242;getStatus;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;com.android.synclab.glimpse.presentation.view.CustomizeVibeDialog;com.android.synclab.glimpse.data.model.ControllerLightCommandResult;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
READS;handleApplyResult;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;232;SUCCESS;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;com.android.synclab.glimpse.presentation.view.CustomizeVibeDialog;com.android.synclab.glimpse.data.model.ControllerLightCommandStatus;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
CALLS;updateBatteryState;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;231;setLastStatusText;app/src/main/kotlin/com/android/synclab/glimpse/data/state/MonitoringStateStore.kt;com.android.synclab.glimpse.presentation.BatteryOverlayService;com.android.synclab.glimpse.data.state.MonitoringStateStore;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation>app/src/main/kotlin/com/android/synclab/glimpse/data;6;N
