sw,src_path,ploc,code_loc,file_cnt,func_cnt,class_cnt,language,language_type,analysis_time,cc_max,cc_sum,cc_sum_violation,cc_func_cnt,cc_violation_cnt,cc_score,dc_dup_line,dc_ploc,dc_score,mcd_mfs_sum,mcd_total_relation,mcd_total_node,mcd_cycle_node,mcd_score,cbo_max,cbo_score,class_loc_max,class_loc_score,gv_access_func,gv_func_cnt,gv_score,pp_log2,pp_total_loc,pp_score,ccd_mfs_sum,ccd_total_relation,ccd_total_node,ccd_cycle_node,ccd_score,lmcd_mfs_sum,lmcd_total_relation,lmcd_total_node,lmcd_cycle_node,lmcd_score,ncs_avg,ncs_sum,ncs_violation,ncs_violation_cnt,ncs_func_cnt,ncs_score,floc_max,floc_avg,floc_score,fme_score,fme_func_cnt,fme_sum,dep_total_violation,dep_total_cnt,dep_violation_ratio,dep_max_complexity,dep_max_complexity_weight,dep_avg_ratio,dep_score,gm_max_bloc,gm_max_func,gm_bloc_func,gm_score
batmon,/home/huy/Desktop/workspace/gitprojects/batmon/,4101,3588,39,386,113,kotlin,OO,2026-05-01 11:14,13,502,0,386,0,5.0,9,4101,4.96,0,478,21,0,5.0,87,4.22,800,4.35,,,,,,,,,,,,,,,,,0.0,0,0,0,0,-1,,,,,,,0,8,0.0,7,0,0,-1,1145,64,73280,-1
