FunctionName;FunctionSignature;Ploc;Bloc;FullPath;LineNo
isServiceRunning;boolean isServiceRunning();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/MainUiState.kt;0
hashCode;int hashCode();18;18;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/MainUiState.kt;0
getControllerDescriptor;String getControllerDescriptor();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/MainUiState.kt;0
component2;Integer component2();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/MainUiState.kt;0
isMonitoringEnabled;boolean isMonitoringEnabled();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/MainUiState.kt;0
component3;com.android.synclab.glimpse.data.model.BatteryChargeStatus component3();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/MainUiState.kt;0
equals;boolean equals(Object);18;18;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/MainUiState.kt;0
component8;boolean component8();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/MainUiState.kt;0
component4;String component4();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/MainUiState.kt;0
values;com.android.synclab.glimpse.presentation.model.EventChangeParam$EventType[] values();5;5;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/EventChangeParam.kt;0
EventChangeParam$EventType;void EventChangeParam$EventType(String, int);5;5;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/EventChangeParam.kt;0
valueOf;com.android.synclab.glimpse.presentation.model.EventChangeParam$EventType valueOf(String);5;5;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/EventChangeParam.kt;0
getEntries;kotlin.enums.EnumEntries getEntries();4;4;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/EventChangeParam.kt;0
EventChangeParam$Source;void EventChangeParam$Source(String, int);4;4;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/EventChangeParam.kt;0
values;com.android.synclab.glimpse.presentation.model.EventChangeParam$Source[] values();4;4;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/EventChangeParam.kt;0
valueOf;com.android.synclab.glimpse.presentation.model.EventChangeParam$Source valueOf(String);4;4;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/EventChangeParam.kt;0
component3;com.android.synclab.glimpse.presentation.model.EventChangeParam$Source component3();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/EventChangeParam.kt;0
component5;long component5();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/EventChangeParam.kt;0
hashCode;int hashCode();18;17;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/EventChangeParam.kt;0
