metric_id;metric_type_id;entity_id;value;path_id
1804;142;271536;52;271520
1805;202;271529;24;273146
1806;217;271529;1;273146
1807;203;271529;9;273146
1808;209;271529;24;273146
1809;220;271529;1;273146
1810;201;271529;18;273146
1811;212;271529;18;273146
1812;224;271529;35;273146
1813;225;271529;10;273146
1814;226;271529;9;273146
1815;227;271529;0.7692;273146
1816;229;271529;1;273146
1817;230;271529;20;273146
1818;231;271529;1;273146
1819;232;271529;20;273146
1820;237;271529;29;273146
1821;238;271529;60;273146
1822;240;271529;3;273146
1823;242;271529;89;273146
1824;243;271529;18;273146
1825;244;271529;12;273146
1826;245;271529;12;273146
1827;246;271529;89;273146
1828;248;271529;77;273146
1829;249;271529;1;273146
1830;102;273679;1;273146
1831;101;273679;1;273146
1832;105;273679;1;273146
1833;103;273679;0;273146
1834;133;273679;1;273146
1835;136;273679;1;273146
1836;138;273679;8;273146
1837;139;273679;1;273146
1838;140;273679;1;273146
1839;141;273679;1;273146
1840;142;273679;8;273146
1841;102;271578;1;273146
1842;101;271578;1;273146
1843;105;271578;1;273146
1844;103;271578;0;273146
1845;117;271578;0.1757;273146
1846;133;271578;1;273146
1847;136;271578;1;273146
1848;138;271578;7;273146
1849;139;271578;1;273146
1850;140;271578;1;273146
1851;141;271578;1;273146
1852;142;271578;7;273146
1853;103;273714;0;273146
1854;117;273714;0.15;273146
1855;102;271610;1;273146
1856;101;271610;1;273146
1857;105;271610;1;273146
1858;103;271610;0;273146
1859;117;271610;0.2008;273146
1860;133;271610;1;273146
1861;136;271610;1;273146
1862;138;271610;8;273146
1863;139;271610;1;273146
1864;140;271610;1;273146
1865;141;271610;1;273146
1866;142;271610;8;273146
1867;102;273685;1;273146
1868;101;273685;1;273146
1869;105;273685;1;273146
1870;103;273685;0;273146
1871;133;273685;1;273146
1872;136;273685;1;273146
1873;138;273685;6;273146
1874;139;273685;1;273146
1875;140;273685;1;273146
1876;141;273685;1;273146
1877;142;273685;6;273146
1878;102;273688;1;273146
1879;101;273688;11;273146
1880;105;273688;11;273146
1881;103;273688;9;273146
1882;117;273688;0.3591;273146
1883;133;273688;1;273146
1884;136;273688;1;273146
1885;138;273688;72;273146
1886;139;273688;11;273146
1887;140;273688;11;273146
1888;141;273688;11;273146
1889;142;273688;72;273146
1890;101;273708;18;273146
1891;105;273708;18;273146
1892;103;273708;0;273146
1893;138;273708;89;273146
1894;139;273708;18;273146
1895;140;273708;12;273146
1896;141;273708;12;273146
1897;142;273708;89;273146
1898;102;273684;1;273146
1899;101;273684;1;273146
1900;105;273684;1;273146
1901;103;273684;0;273146
1902;133;273684;1;273146
1903;136;273684;1;273146
1904;138;273684;7;273146
1905;139;273684;1;273146
1906;140;273684;1;273146
1907;141;273684;1;273146
1908;142;273684;7;273146
1909;102;273683;1;273146
1910;101;273683;1;273146
1911;105;273683;1;273146
1912;103;273683;0;273146
1913;133;273683;1;273146
1914;136;273683;1;273146
1915;138;273683;7;273146
1916;139;273683;1;273146
1917;140;273683;1;273146
1918;141;273683;1;273146
1919;142;273683;7;273146
1920;102;271580;1;273146
1921;101;271580;1;273146
1922;105;271580;1;273146
1923;103;271580;0;273146
1924;117;271580;0.1763;273146
1925;133;271580;1;273146
1926;136;271580;1;273146
1927;138;271580;7;273146
1928;139;271580;1;273146
1929;140;271580;1;273146
1930;141;271580;1;273146
1931;142;271580;7;273146
1932;102;273659;1;273146
1933;101;273659;11;273146
1934;105;273659;11;273146
1935;103;273659;9;273146
1936;117;273659;0.7349;273146
1937;133;273659;1;273146
1938;136;273659;1;273146
1939;138;273659;72;273146
1940;139;273659;11;273146
1941;140;273659;11;273146
1942;141;273659;11;273146
1943;142;273659;72;273146
1944;102;271612;1;273146
1945;101;271612;1;273146
1946;105;271612;1;273146
1947;103;271612;0;273146
1948;117;271612;0.1882;273146
1949;133;271612;1;273146
1950;136;271612;1;273146
1951;138;271612;8;273146
1952;139;271612;1;273146
1953;140;271612;1;273146
1954;141;271612;1;273146
1955;142;271612;8;273146
1956;102;271616;1;273146
1957;101;271616;1;273146
1958;105;271616;1;273146
1959;103;271616;0;273146
1960;117;271616;0.288;273146
1961;133;271616;1;273146
1962;136;271616;1;273146
1963;138;271616;6;273146
1964;139;271616;1;273146
1965;140;271616;1;273146
1966;141;271616;1;273146
1967;142;271616;6;273146
1968;102;271611;1;273146
1969;101;271611;1;273146
1970;105;271611;1;273146
1971;103;271611;0;273146
1972;117;271611;0.1882;273146
1973;133;271611;1;273146
1974;136;271611;1;273146
1975;138;271611;7;273146
1976;139;271611;1;273146
1977;140;271611;1;273146
1978;141;271611;1;273146
1979;142;271611;7;273146
1980;102;273687;1;273146
1981;101;273687;1;273146
1982;105;273687;1;273146
1983;103;273687;0;273146
1984;133;273687;1;273146
1985;136;273687;1;273146
1986;138;273687;6;273146
1987;139;273687;1;273146
1988;140;273687;1;273146
1989;141;273687;1;273146
1990;142;273687;6;273146
1991;102;271614;1;273146
1992;101;271614;1;273146
1993;105;271614;1;273146
1994;103;271614;0;273146
1995;117;271614;0.2003;273146
1996;133;271614;1;273146
1997;136;271614;1;273146
1998;138;271614;6;273146
1999;139;271614;1;273146
2000;140;271614;1;273146
2001;141;271614;1;273146
2002;142;271614;6;273146
2003;101;273709;18;273146
2004;105;273709;18;273146
2005;103;273709;0;273146
2006;117;273709;0.1755;273146
2007;138;273709;89;273146
2008;139;273709;18;273146
2009;140;273709;12;273146
2010;141;273709;12;273146
2011;142;273709;89;273146
2012;144;273709;1;273146
2013;102;271579;1;273146
2014;101;271579;1;273146
2015;105;271579;1;273146
2016;103;271579;0;273146
2017;117;271579;0.2026;273146
2018;133;271579;1;273146
2019;136;271579;1;273146
2020;138;271579;7;273146
2021;139;271579;1;273146
2022;140;271579;1;273146
2023;141;271579;1;273146
2024;142;271579;7;273146
2025;102;273680;1;273146
2026;101;273680;1;273146
2027;105;273680;1;273146
2028;103;273680;0;273146
2029;133;273680;1;273146
2030;136;273680;1;273146
2031;138;273680;7;273146
2032;139;273680;1;273146
2033;140;273680;1;273146
2034;141;273680;1;273146
2035;142;273680;7;273146
2036;102;271615;1;273146
2037;101;271615;1;273146
2038;105;271615;1;273146
2039;103;271615;0;273146
2040;117;271615;0.2782;273146
2041;133;271615;1;273146
2042;136;271615;1;273146
2043;138;271615;6;273146
2044;139;271615;1;273146
2045;140;271615;1;273146
2046;141;271615;1;273146
2047;142;271615;6;273146
2048;102;273681;1;273146
2049;101;273681;1;273146
2050;105;273681;1;273146
2051;103;273681;0;273146
2052;133;273681;1;273146
2053;136;273681;1;273146
2054;138;273681;8;273146
2055;139;273681;1;273146
2056;140;273681;1;273146
2057;141;273681;1;273146
2058;142;273681;8;273146
2059;103;271531;11;273146
2060;117;271531;0.329;273146
2061;101;273712;18;273146
2062;105;273712;18;273146
2063;103;273712;1;273146
2064;117;273712;0.15;273146
2065;138;273712;89;273146
2066;139;273712;18;273146
2067;140;273712;12;273146
2068;141;273712;12;273146
2069;142;273712;89;273146
2070;102;273686;1;273146
2071;101;273686;1;273146
2072;105;273686;1;273146
2073;103;273686;0;273146
2074;133;273686;1;273146
2075;136;273686;1;273146
2076;138;273686;6;273146
2077;139;273686;1;273146
2078;140;273686;1;273146
2079;141;273686;1;273146
2080;142;273686;6;273146
2081;102;273682;1;273146
2082;101;273682;1;273146
2083;105;273682;1;273146
2084;103;273682;0;273146
2085;133;273682;1;273146
2086;136;273682;1;273146
2087;138;273682;7;273146
2088;139;273682;1;273146
2089;140;273682;1;273146
2090;141;273682;1;273146
2091;142;273682;7;273146
2092;103;271559;12;273146
2093;117;271559;0.246;273146
2094;202;271537;2;272260
2095;207;271537;1;272260
2096;205;271537;3;272260
2097;209;271537;1;272260
2098;206;271537;3;272260
2099;220;271537;2;272260
2100;201;271537;5;272260
2101;212;271537;5;272260
2102;224;271537;8;272260
2103;225;271537;3;272260
2104;226;271537;5;272260
2105;227;271537;1;272260
2106;229;271537;2;272260
2107;231;271537;1;272260
2108;237;271537;8;272260
2109;238;271537;5;272260
2110;240;271537;1;272260
2111;242;271537;10;272260
2112;243;271537;5;272260
2113;244;271537;5;272260
2114;245;271537;5;272260
2115;246;271537;10;272260
2116;248;271537;10;272260
2117;101;272917;5;272260
2118;105;272917;5;272260
2119;103;272917;0;272260
2120;117;272917;0.15;272260
2121;138;272917;10;272260
2122;139;272917;5;272260
2123;140;272917;5;272260
2124;141;272917;5;272260
2125;142;272917;10;272260
2126;101;272914;5;272260
2127;105;272914;5;272260
2128;103;272914;2;272260
2129;117;272914;0.1925;272260
2130;138;272914;10;272260
2131;139;272914;5;272260
2132;140;272914;5;272260
2133;141;272914;5;272260
2134;142;272914;10;272260
2135;101;272918;5;272260
2136;105;272918;5;272260
2137;103;272918;1;272260
2138;117;272918;0.15;272260
2139;138;272918;10;272260
2140;139;272918;5;272260
2141;140;272918;5;272260
2142;141;272918;5;272260
2143;142;272918;10;272260
2144;103;273799;0;272260
2145;101;272920;5;272260
2146;105;272920;5;272260
2147;103;272920;0;272260
2148;138;272920;10;272260
2149;139;272920;5;272260
2150;140;272920;5;272260
2151;141;272920;5;272260
2152;142;272920;10;272260
2153;202;271539;2;272260
2154;207;271539;1;272260
2155;205;271539;2;272260
2156;209;271539;1;272260
2157;206;271539;2;272260
2158;220;271539;2;272260
2159;201;271539;4;272260
2160;212;271539;4;272260
2161;224;271539;8;272260
2162;225;271539;3;272260
2163;226;271539;8;272260
2164;227;271539;1;272260
2165;229;271539;2;272260
2166;231;271539;1;272260
2167;237;271539;8;272260
2168;238;271539;5;272260
2169;240;271539;4;272260
2170;242;271539;8;272260
2171;243;271539;4;272260
2172;244;271539;4;272260
2173;245;271539;4;272260
2174;246;271539;8;272260
2175;248;271539;8;272260
2176;101;272345;4;272260
2177;105;272345;4;272260
2178;103;272345;2;272260
2179;117;272345;0.1925;272260
2180;138;272345;8;272260
2181;139;272345;4;272260
2182;140;272345;4;272260
2183;141;272345;4;272260
2184;142;272345;8;272260
2185;103;273800;0;272260
2186;101;272348;4;272260
2187;105;272348;4;272260
2188;103;272348;0;272260
2189;117;272348;0.15;272260
2190;138;272348;8;272260
2191;139;272348;4;272260
2192;140;272348;4;272260
2193;141;272348;4;272260
2194;142;272348;8;272260
2195;101;272351;4;272260
2196;105;272351;4;272260
2197;103;272351;0;272260
2198;138;272351;8;272260
2199;139;272351;4;272260
2200;140;272351;4;272260
2201;141;272351;4;272260
2202;142;272351;8;272260
2203;101;272349;4;272260
2204;105;272349;4;272260
2205;103;272349;1;272260
2206;117;272349;0.15;272260
2207;138;272349;8;272260
2208;139;272349;4;272260
2209;140;272349;4;272260
2210;141;272349;4;272260
2211;142;272349;8;272260
2212;202;271541;15;272260
2213;217;271541;2;272260
2214;203;271541;5;272260
2215;209;271541;15;272260
2216;220;271541;1;272260
2217;201;271541;18;272260
2218;212;271541;17;272260
2219;224;271541;32;272260
2220;225;271541;6;272260
2221;226;271541;9;272260
2222;227;271541;0.6471;272260
2223;229;271541;1;272260
2224;230;271541;12;272260
2225;231;271541;1;272260
2226;232;271541;12;272260
2227;237;271541;21;272260
2228;238;271541;36;272260
2229;241;271541;1;272260
2230;242;271541;62;272260
2231;243;271541;17;272260
2232;244;271541;8;272260
2233;245;271541;8;272260
2234;246;271541;62;272260
2235;248;271541;44;272260
2236;249;271541;1;272260
2237;102;273781;1;272260
2238;101;273781;1;272260
2239;105;273781;1;272260
2240;103;273781;0;272260
2241;133;273781;1;272260
2242;136;273781;1;272260
2243;138;273781;8;272260
2244;139;273781;1;272260
2245;140;273781;1;272260
2246;141;273781;1;272260
2247;142;273781;8;272260
2248;102;273783;1;272260
2249;101;273783;1;272260
2250;105;273783;1;272260
2251;103;273783;0;272260
2252;133;273783;1;272260
2253;136;273783;1;272260
2254;138;273783;10;272260
2255;139;273783;1;272260
2256;140;273783;1;272260
2257;141;273783;1;272260
2258;142;273783;10;272260
2259;103;273790;8;272260
2260;117;273790;0.15;272260
2261;101;273798;18;272260
2262;105;273798;17;272260
2263;103;273798;0;272260
2264;117;273798;0.15;272260
2265;138;273798;62;272260
2266;139;273798;17;272260
2267;140;273798;8;272260
2268;141;273798;8;272260
2269;142;273798;62;272260
2270;144;273798;1;272260
2271;102;273780;1;272260
2272;101;273780;1;272260
2273;105;273780;1;272260
2274;103;273780;0;272260
2275;133;273780;1;272260
2276;136;273780;1;272260
2277;138;273780;4;272260
2278;139;273780;1;272260
2279;140;273780;1;272260
2280;141;273780;1;272260
2281;142;273780;4;272260
2282;101;273797;18;272260
2283;105;273797;17;272260
2284;103;273797;0;272260
2285;138;273797;62;272260
2286;139;273797;17;272260
2287;140;273797;8;272260
2288;141;273797;8;272260
2289;142;273797;62;272260
2290;102;273766;1;272260
2291;101;273766;7;272260
2292;105;273766;7;272260
2293;103;273766;5;272260
2294;117;273766;0.4997;272260
2295;133;273766;1;272260
2296;136;273766;1;272260
2297;138;273766;39;272260
2298;139;273766;7;272260
2299;140;273766;7;272260
2300;141;273766;7;272260
2301;142;273766;39;272260
2302;102;272105;1;272260
2303;101;272105;1;272260
2304;105;272105;1;272260
2305;103;272105;0;272260
2306;117;272105;0.1642;272260
2307;133;272105;1;272260
2308;136;272105;1;272260
2309;138;272105;4;272260
2310;139;272105;1;272260
2311;140;272105;1;272260
2312;141;272105;1;272260
2313;142;272105;4;272260
2314;102;273784;1;272260
2315;101;273784;7;272260
2316;105;273784;7;272260
2317;103;273784;5;272260
2318;117;273784;0.2775;272260
2319;133;273784;1;272260
2320;136;273784;1;272260
2321;138;273784;39;272260
2322;139;273784;7;272260
2323;140;273784;7;272260
2324;141;273784;7;272260
2325;142;273784;39;272260
2326;102;273778;1;272260
2327;101;273778;1;272260
2328;105;273778;1;272260
2329;103;273778;0;272260
2330;133;273778;1;272260
2331;136;273778;1;272260
2332;138;273778;10;272260
2333;139;273778;1;272260
2334;140;273778;1;272260
2335;141;273778;1;272260
2336;142;273778;10;272260
2337;102;272107;1;272260
2338;101;272107;1;272260
2339;105;272107;1;272260
2340;103;272107;0;272260
2341;117;272107;0.1642;272260
2342;133;272107;1;272260
2343;136;272107;1;272260
2344;138;272107;8;272260
2345;139;272107;1;272260
2346;140;272107;1;272260
2347;141;272107;1;272260
2348;142;272107;8;272260
2349;101;273802;18;272260
2350;105;273802;17;272260
2351;103;273802;1;272260
2352;117;273802;0.15;272260
2353;138;273802;62;272260
2354;139;273802;17;272260
2355;140;273802;8;272260
2356;141;273802;8;272260
2357;142;273802;62;272260
2358;102;272106;1;272260
2359;101;272106;1;272260
2360;105;272106;1;272260
2361;103;272106;0;272260
2362;117;272106;0.1642;272260
2363;133;272106;1;272260
2364;136;272106;1;272260
2365;138;272106;4;272260
2366;139;272106;1;272260
2367;140;272106;1;272260
2368;141;272106;1;272260
2369;142;272106;4;272260
2370;102;273782;1;272260
2371;101;273782;1;272260
2372;105;273782;1;272260
2373;103;273782;0;272260
2374;133;273782;1;272260
2375;136;273782;1;272260
2376;138;273782;7;272260
2377;139;273782;1;272260
2378;140;273782;1;272260
2379;141;273782;1;272260
2380;142;273782;7;272260
2381;102;272108;1;272260
2382;101;272108;1;272260
2383;105;272108;1;272260
2384;103;272108;0;272260
2385;117;272108;0.1642;272260
2386;133;272108;1;272260
2387;136;272108;1;272260
2388;138;272108;7;272260
2389;139;272108;1;272260
2390;140;272108;1;272260
2391;141;272108;1;272260
2392;142;272108;7;272260
2393;103;271542;7;272260
2394;117;271542;0.2679;272260
2395;102;273779;1;272260
2396;101;273779;1;272260
2397;105;273779;1;272260
2398;103;273779;0;272260
2399;133;273779;1;272260
2400;136;273779;1;272260
2401;138;273779;4;272260
2402;139;273779;1;272260
2403;140;273779;1;272260
2404;141;273779;1;272260
2405;142;273779;4;272260
2406;202;271548;9;272174
2407;203;271548;1;272174
2408;207;271548;2;272174
2409;205;271548;2;272174
2410;209;271548;7;272174
2411;206;271548;3;272174
2412;220;271548;1;272174
2413;201;271548;35;272174
2414;212;271548;28;272174
2415;224;271548;8;272174
2416;226;271548;23;272174
2417;227;271548;1;272174
2418;229;271548;1;272174
2419;230;271548;7;272174
2420;231;271548;1;272174
2421;232;271548;7;272174
2422;236;271548;0.0286;272174
2423;237;271548;27;272174
2424;238;271548;11;272174
2425;240;271548;11;272174
2426;242;271548;179;272174
2427;243;271548;28;272174
2428;244;271548;28;272174
2429;245;271548;28;272174
2430;246;271548;179;272174
2431;248;271548;179;272174
2432;249;271548;3;272174
2433;102;272288;1;272174
2434;101;272288;3;272174
2435;105;272288;3;272174
2436;103;272288;2;272174
2437;117;272288;0.2683;272174
2438;133;272288;1;272174
2439;136;272288;1;272174
2440;138;272288;23;272174
2441;139;272288;3;272174
2442;140;272288;3;272174
2443;141;272288;3;272174
2444;142;272288;23;272174
2445;102;271856;1;272174
2446;101;271856;3;272174
2447;105;271856;3;272174
2448;103;271856;2;272174
2449;117;271856;0.2553;272174
2450;133;271856;1;272174
2451;136;271856;1;272174
2452;138;271856;23;272174
2453;139;271856;3;272174
2454;140;271856;3;272174
2455;141;271856;3;272174
2456;142;271856;23;272174
2457;102;271786;1;272174
2458;101;271786;3;272174
2459;105;271786;3;272174
2460;103;271786;1;272174
2461;117;271786;0.2396;272174
2462;133;271786;1;272174
2463;136;271786;1;272174
2464;138;271786;17;272174
2465;139;271786;3;272174
2466;140;271786;3;272174
2467;141;271786;3;272174
2468;142;271786;17;272174
2469;101;272943;35;272174
2470;105;272943;28;272174
2471;103;272943;0;272174
2472;117;272943;0.1819;272174
2473;128;272943;0.0286;272174
2474;138;272943;179;272174
2475;139;272943;28;272174
2476;140;272943;28;272174
2477;141;272943;28;272174
2478;142;272943;179;272174
2479;102;271928;1;272174
2480;101;271928;1;272174
2481;105;271928;1;272174
2482;103;271928;0;272174
2483;117;271928;0.5319;272174
2484;133;271928;1;272174
2485;136;271928;1;272174
2486;138;271928;8;272174
2487;139;271928;1;272174
2488;140;271928;1;272174
2489;141;271928;1;272174
2490;142;271928;8;272174
2491;102;271554;1;272174
2492;101;271554;3;272174
2493;105;271554;3;272174
2494;103;271554;1;272174
2495;117;271554;1.1798;272174
2496;133;271554;1;272174
2497;136;271554;1;272174
2498;138;271554;17;272174
2499;139;271554;3;272174
2500;140;271554;3;272174
2501;141;271554;3;272174
2502;142;271554;17;272174
2503;102;271737;1;272174
2504;101;271737;3;272174
2505;105;271737;3;272174
2506;103;271737;1;272174
2507;117;271737;0.5948;272174
2508;133;271737;1;272174
2509;136;271737;1;272174
2510;138;271737;17;272174
2511;139;271737;3;272174
2512;140;271737;3;272174
2513;141;271737;3;272174
2514;142;271737;17;272174
2515;102;271739;1;272174
2516;101;271739;3;272174
2517;105;271739;3;272174
2518;103;271739;1;272174
2519;117;271739;0.1787;272174
2520;133;271739;1;272174
2521;136;271739;1;272174
2522;138;271739;17;272174
2523;139;271739;3;272174
2524;140;271739;3;272174
2525;141;271739;3;272174
2526;142;271739;17;272174
2527;103;272944;0;272174
2528;117;272944;0.6021;272174
2529;103;272953;0;272174
2530;117;272953;0.15;272174
2531;144;272953;3;272174
2532;202;271551;5;271655
2533;203;271551;1;271655
2534;209;271551;5;271655
2535;220;271551;1;271655
2536;201;271551;26;271655
2537;212;271551;22;271655
2538;224;271551;12;271655
2539;226;271551;11;271655
2540;227;271551;0.4286;271655
2541;229;271551;1;271655
2542;230;271551;4;271655
2543;231;271551;1;271655
2544;232;271551;4;271655
2545;236;271551;0.1538;271655
2546;237;271551;15;271655
2547;238;271551;15;271655
2548;240;271551;4;271655
2549;242;271551;134;271655
2550;243;271551;22;271655
2551;244;271551;22;271655
2552;245;271551;22;271655
2553;246;271551;134;271655
2554;248;271551;134;271655
2555;249;271551;2;271655
2556;103;273647;2;271655
2557;117;273647;0.15;271655
2558;102;271777;1;271655
2559;101;271777;3;271655
2560;105;271777;3;271655
2561;103;271777;1;271655
2562;117;271777;0.1755;271655
2563;133;271777;1;271655
2564;136;271777;1;271655
2565;138;271777;17;271655
2566;139;271777;3;271655
2567;140;271777;3;271655
2568;141;271777;3;271655
2569;142;271777;17;271655
2570;102;271773;1;271655
2571;101;271773;3;271655
2572;105;271773;3;271655
2573;103;271773;2;271655
2574;117;271773;0.1598;271655
2575;128;271773;0.3333;271655
2576;133;271773;1;271655
2577;136;271773;1;271655
2578;138;271773;23;271655
2579;139;271773;3;271655
2580;140;271773;3;271655
2581;141;271773;3;271655
2582;142;271773;23;271655
2583;102;273643;1;271655
2584;101;273643;3;271655
2585;105;273643;3;271655
2586;103;273643;0;271655
2587;128;273643;0.3333;271655
2588;133;273643;1;271655
2589;136;273643;1;271655
2590;138;273643;17;271655
2591;139;273643;3;271655
2592;140;273643;3;271655
2593;141;273643;3;271655
2594;142;273643;17;271655
2595;102;271910;1;271655
2596;101;271910;10;271655
2597;105;271910;10;271655
2598;103;271910;0;271655
2599;117;271910;0.1957;271655
2600;128;271910;0.1;271655
2601;133;271910;1;271655
2602;136;271910;1;271655
2603;138;271910;56;271655
2604;139;271910;10;271655
2605;140;271910;10;271655
2606;141;271910;10;271655
2607;142;271910;56;271655
2608;144;271910;2;271655
2609;103;273638;1;271655
2610;117;273638;0.2001;271655
2611;102;271553;1;271655
2612;101;271553;3;271655
2613;105;271553;3;271655
2614;103;271553;0;271655
2615;117;271553;0.1638;271655
2616;133;271553;1;271655
2617;136;271553;1;271655
2618;138;271553;12;271655
2619;139;271553;3;271655
2620;140;271553;3;271655
2621;141;271553;3;271655
2622;142;271553;12;271655
2623;202;271555;4;271659
2624;209;271555;4;271659
2625;220;271555;1;271659
2626;201;271555;6;271659
2627;212;271555;6;271659
2628;224;271555;8;271659
2629;226;271555;1;271659
2630;227;271555;1;271659
2631;229;271555;1;271659
2632;231;271555;1;271659
2633;237;271555;4;271659
2634;240;271555;1;271659
2635;242;271555;20;271659
2636;243;271555;6;271659
2637;244;271555;6;271659
2638;245;271555;6;271659
2639;246;271555;20;271659
2640;248;271555;20;271659
2641;103;271556;0;271659
2642;117;271556;0.246;271659
2643;103;271557;0;271659
2644;117;271557;0.246;271659
2645;103;271558;0;271659
2646;117;271558;0.246;271659
2647;103;272867;0;271659
2648;202;271560;2;273146
2649;207;271560;1;273146
2650;205;271560;4;273146
2651;209;271560;1;273146
2652;206;271560;4;273146
2653;220;271560;2;273146
2654;201;271560;6;273146
2655;212;271560;6;273146
2656;224;271560;8;273146
2657;225;271560;2;273146
2658;226;271560;7;273146
2659;227;271560;1;273146
2660;229;271560;2;273146
2661;231;271560;1;273146
2662;237;271560;8;273146
2663;238;271560;5;273146
2664;240;271560;1;273146
2665;242;271560;12;273146
2666;243;271560;6;273146
2667;244;271560;6;273146
2668;245;271560;6;273146
2669;246;271560;12;273146
2670;248;271560;12;273146
2671;101;273586;6;273146
2672;105;273586;6;273146
2673;103;273586;1;273146
2674;117;273586;0.15;273146
2675;138;273586;12;273146
2676;139;273586;6;273146
2677;140;273586;6;273146
2678;141;273586;6;273146
2679;142;273586;12;273146
2680;101;273583;6;273146
2681;105;273583;6;273146
2682;103;273583;2;273146
2683;117;273583;0.1925;273146
2684;138;273583;12;273146
2685;139;273583;6;273146
2686;140;273583;6;273146
2687;141;273583;6;273146
2688;142;273583;12;273146
2689;103;273710;0;273146
2690;101;273588;6;273146
2691;105;273588;6;273146
2692;103;273588;0;273146
2693;138;273588;12;273146
2694;139;273588;6;273146
2695;140;273588;6;273146
2696;141;273588;6;273146
2697;142;273588;12;273146
2698;101;272214;6;273146
2699;105;272214;6;273146
2700;103;272214;0;273146
2701;117;272214;0.1712;273146
2702;138;272214;12;273146
2703;139;272214;6;273146
2704;140;272214;6;273146
2705;141;272214;6;273146
2706;142;272214;12;273146
2707;103;271932;0;273146
2708;202;271565;2;272592
2709;203;271565;1;272592
2710;209;271565;2;272592
2711;220;271565;1;272592
2712;201;271565;7;272592
2713;212;271565;7;272592
2714;224;271565;12;272592
2715;226;271565;3;272592
2716;227;271565;0.5;272592
2717;229;271565;1;272592
2718;230;271565;1;272592
2719;231;271565;1;272592
2720;232;271565;1;272592
2721;237;271565;3;272592
2722;238;271565;3;272592
2723;240;271565;2;272592
2724;241;271565;1;272592
2725;242;271565;33;272592
2726;243;271565;7;272592
2727;244;271565;7;272592
2728;245;271565;7;272592
2729;246;271565;33;272592
2730;248;271565;33;272592
2731;103;272594;1;272592
2732;117;272594;0.2811;272592
2733;102;271566;1;272592
2734;101;271566;3;272592
2735;105;271566;3;272592
2736;103;271566;1;272592
2737;117;271566;0.1638;272592
2738;133;271566;1;272592
2739;136;271566;1;272592
2740;138;271566;22;272592
2741;139;271566;3;272592
2742;140;271566;3;272592
2743;141;271566;3;272592
2744;142;271566;22;272592
2745;220;271653;1;271655
2746;224;271653;8;271655
2747;227;271653;1;271655
2748;229;271653;1;271655
2749;231;271653;1;271655
2750;220;271657;1;271659
2751;224;271657;8;271659
2752;227;271657;1;271659
2753;229;271657;1;271659
2754;231;271657;1;271659
2755;202;271662;2;271663
2756;207;271662;1;271663
2757;205;271662;6;271663
2758;209;271662;1;271663
2759;206;271662;6;271663
2760;220;271662;2;271663
2761;201;271662;8;271663
2762;212;271662;8;271663
2763;224;271662;8;271663
2764;225;271662;2;271663
2765;226;271662;7;271663
2766;227;271662;1;271663
2767;229;271662;2;271663
2768;231;271662;1;271663
2769;237;271662;8;271663
2770;238;271662;5;271663
2771;240;271662;2;271663
2772;242;271662;16;271663
2773;243;271662;8;271663
2774;244;271662;8;271663
2775;245;271662;8;271663
2776;246;271662;16;271663
2777;248;271662;16;271663
2778;101;271672;8;271663
2779;105;271672;8;271663
2780;103;271672;2;271663
2781;117;271672;0.1925;271663
2782;138;271672;16;271663
2783;139;271672;8;271663
2784;140;271672;8;271663
2785;141;271672;8;271663
2786;142;271672;16;271663
2787;103;272578;0;271663
2788;101;271675;8;271663
2789;105;271675;8;271663
2790;103;271675;0;271663
2791;117;271675;0.2137;271663
2792;138;271675;16;271663
2793;139;271675;8;271663
2794;140;271675;8;271663
2795;141;271675;8;271663
2796;142;271675;16;271663
2797;101;271678;8;271663
2798;105;271678;8;271663
2799;103;271678;0;271663
2800;138;271678;16;271663
2801;139;271678;8;271663
2802;140;271678;8;271663
2803;141;271678;8;271663
2804;142;271678;16;271663
2805;103;272480;0;271663
2806;101;271676;8;271663
2807;105;271676;8;271663
2808;103;271676;1;271663
2809;117;271676;0.15;271663
2810;138;271676;16;271663
2811;139;271676;8;271663
2812;140;271676;8;271663
2813;141;271676;8;271663
2814;142;271676;16;271663
2815;202;271685;2;271423
2816;207;271685;1;271423
2817;209;271685;1;271423
2818;220;271685;1;271423
2819;201;271685;13;271423
2820;212;271685;12;271423
2821;224;271685;8;271423
2822;226;271685;7;271423
2823;227;271685;1;271423
2824;229;271685;1;271423
2825;230;271685;1;271423
2826;231;271685;1;271423
2827;232;271685;1;271423
2828;236;271685;0.0769;271423
2829;237;271685;7;271423
2830;238;271685;6;271423
2831;240;271685;1;271423
2832;241;271685;1;271423
2833;242;271685;63;271423
2834;243;271685;12;271423
2835;244;271685;12;271423
2836;245;271685;12;271423
2837;246;271685;63;271423
2838;248;271685;63;271423
2839;249;271685;1;271423
2840;101;272868;13;271423
2841;105;272868;12;271423
2842;103;272868;0;271423
2843;117;272868;0.3859;271423
2844;128;272868;0.0769;271423
2845;138;272868;63;271423
2846;139;272868;12;271423
2847;140;272868;12;271423
2848;141;272868;12;271423
2849;142;272868;63;271423
2850;102;272869;1;271423
2851;101;272869;9;271423
2852;105;272869;9;271423
2853;103;272869;1;271423
2854;117;272869;0.2001;271423
2855;128;272869;0.1111;271423
2856;133;272869;1;271423
2857;136;272869;1;271423
2858;138;272869;51;271423
2859;139;272869;9;271423
2860;140;272869;9;271423
2861;141;272869;9;271423
2862;142;272869;51;271423
